UID,versionId,beginLifeSpanVersion,CountryCode,observedPropertyDeterminandBiologyEQRCode,parameterWaterBodyCategory,parameterNCSWaterBodyType,parameterWFDIntercalibrationWaterBodyType,parameterNaturalAWBHMWB,parameterICStatusOfDeterminandBiologyEQR,parameterBoundaryValueClasses12,parameterBoundaryValueClasses23,parameterBoundaryValueClasses34,parameterBoundaryValueClasses45,procedureBiologicalAnalyticalMethodDescription,resultObservationStatus,remarks,waterbaseObservationStatus,waterbaseRemarks
1367,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_124-01-6,RW,RIV_09_AWB,RW-R-C6,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1368,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_124-01-6,RW,RIV_10_AWB,RW-R-C6,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1369,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_124-01-6,RW,RIV_11_AWB,RW-R-C4,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1370,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_124-01-6,RW,RIV_12_AWB,RW-R-C5,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1371,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_124-01-6,RW,RIV_13_AWB,RW-R-C6,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1372,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_124-01-6,RW,RIV_14_AWB,RW-R-C6,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1373,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_124-01-6,RW,RIV_15_AWB,RW-R-C4,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1374,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_124-01-6,RW,RIV_16_AWB,RW-R-C4,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1375,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_124-01-6,RW,RIV_17_AWB,RW-R-C5,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1376,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_124-01-6,RW,RIV_18_AWB,RW-R-C5,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1377,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_124-01-6,RW,RIV_19_AWB,RW-R-C5,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1378,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_124-01-6,RW,RIV_20_AWB,RW-R-C1,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1379,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_124-01-6,RW,RIV_21_AWB,RW-R-C4,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1380,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_124-01-6,RW,RIV_22_AWB,RW-R-C4,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1381,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_124-01-6,RW,RIV_23_AWB,RW-R-C5,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1382,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_124-01-6,RW,RIV_24_AWB,RW-R-C3,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1383,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_124-01-6,RW,RIV_25_AWB,,AWB,1,,0.73,0.48,0.3,"Indice de Polluosensibilité spécifique.  Coste M. in CEMAGREF, 1982. Etude des méthodes biologiques quantitatives d'appréciation de la qualité des eaux.  Rapport Q.E. Lyon - A.F.B. Rhône-Méditerranée-Corse : 218 p.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1384,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_01_AWB,RW-R-C6,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1385,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_02_AWB,RW-R-C6,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1386,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_03_AWB,RW-R-C4,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1387,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_04_AWB,RW-R-C3,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1388,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_05_AWB,RW-R-C3,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1389,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_06_AWB,RW-R-C3,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1390,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_07_AWB,RW-R-C3,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1391,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_08_AWB,RW-R-C5,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1392,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_09_AWB,RW-R-C6,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1393,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_10_AWB,RW-R-C6,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1394,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_11_AWB,RW-R-C4,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1395,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_12_AWB,RW-R-C5,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1396,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_13_AWB,RW-R-C6,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1397,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_14_AWB,RW-R-C6,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1398,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_15_AWB,RW-R-C4,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1399,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_16_AWB,RW-R-C4,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1400,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_17_AWB,RW-R-C5,AWB,1,,0.67,0.43,0.23,"Agence de l’Eau Rhône-Méditerranée-Corse , 1997. Indice Biologique Global Adapté aux grands cours d'eau et aux rivières profondes (IBGA). Protocole expérimental. Cabinet Gay Environnement, Grenoble, France. 62 pp.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1401,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_19_AWB,RW-R-C5,AWB,1,,0.8,0.5,0.23,"Agence de l’Eau Rhône-Méditerranée-Corse , 1997. Indice Biologique Global Adapté aux grands cours d'eau et aux rivières profondes (IBGA). Protocole expérimental. Cabinet Gay Environnement, Grenoble, France. 62 pp.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1402,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_20_AWB,RW-R-C1,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1403,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_21_AWB,RW-R-C4,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1404,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_22_AWB,RW-R-C4,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1405,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_23_AWB,RW-R-C5,AWB,1,,0.67,0.43,0.23,"Agence de l’Eau Rhône-Méditerranée-Corse , 1997. Indice Biologique Global Adapté aux grands cours d'eau et aux rivières profondes (IBGA). Protocole expérimental. Cabinet Gay Environnement, Grenoble, France. 62 pp.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1406,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_24_AWB,RW-R-C3,AWB,1,,0.57,0.37,0.2,"Indice Biologique Global Normalisé. AFNOR, 2004. Essai des eaux : Détermination de l'indice biologique global normalisé (IBGN). NF T90-350. Association Française de Normalisation. France. Mars 2004. 16 pp. Vanden Bossche J.-P., Usseglio-Polatera P., 2005.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
1407,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvtqsla/WISE-SoE_WaterQuality_Wallonia_160428._BiologyEQRClassificationProcedu.xml,2016-04-29,BE,EEA_13-01-4,RW,RIV_25_AWB,,AWB,1,,0.67,0.43,0.23,"Agence de l’Eau Rhône-Méditerranée-Corse , 1997. Indice Biologique Global Adapté aux grands cours d'eau et aux rivières profondes (IBGA). Protocole expérimental. Cabinet Gay Environnement, Grenoble, France. 62 pp.",,"For Highly Modified and Artifical WaterBodies, the Very High potential doesn't exist in the WFD. So there is no boundary value between class 1 and class2.(parameterBoundaryValueClasses12).",A,
